Name,Organization,id,Description,Translation Required,Spanish_Description,locations,address_1 (from address) (from locations) 2,city (from address) (from locations) 3,Zip Code (from address) (from locations) 3,latitude (from locations) 2,longitude (from locations) 2,url,email,active,application_process,service_options,payment_options,taxonomy,phones,schedule,weekday (from schedule) 3,opens_at (from schedule) 3,closes_at (from schedule) 3,add_day (from schedule) 4,add_hours (from schedule) 4,med_area,legal_area,cash_area,dv_area,foodstamp_area,freefood_area,details,service_area,Last updated,Updated By,owner,status,Auto-Last updated,Auto-Last updated by,Questions/Confusions/Observations
East Avenue Elementary School,Hayward Unified,4570,NO identification is required.,,NO se requiere identificación.,2424 East Avenue,2424 East Avenue,Hayward,94541,37.6729602,-122.0722469,https://www.husd.us/FS,mwayne@husd.k12.ca.us,Open,,,Free,School Meals,(510) 723-3890,Hayward Unified School District - All schools,"Monday, Tuesday, Wednesday, Thursday, Friday",11:00 AM,1:30 PM,,,,,,,,"Breakfast,Lunch",All Children,,10/11/2020,Andy,Andy Chen,Vetted,10/11/2020 10:21pm,Andy Chen,Possible that weekend days are also included.
Lorin Eden Elementary School,Hayward Unified,4571,NO identification is required.,,NO se requiere identificación.,27790 Portsmouth Avenue,27790 Portsmouth Avenue,Hayward,94545,37.6243776,-122.1005191,https://www.husd.us/FS ,mwayne@husd.k12.ca.us,Open,,,Free,School Meals,(510) 723-3890,Hayward Unified School District - All schools,"Monday, Tuesday, Wednesday, Thursday, Friday",11:00 AM,1:30 PM,,,,,,,,"Breakfast,Lunch",All Children,,10/11/2020,Andy,Andy Chen,Vetted,10/11/2020 10:21pm,Andy Chen,Possible that weekend days are also included.
Cherryland Elementary School,Hayward Unified,4572,NO identification is required.,,NO se requiere identificación.,456 Laurel Ave.,456 Laurel Ave.,Hayward,94541,37.6723518,-122.0945785,https://www.husd.us/FS ,mwayne@husd.k12.ca.us,Open,,,Free,School Meals,(510) 723-3890,Hayward Unified School District - All schools,"Monday, Tuesday, Wednesday, Thursday, Friday",11:00 AM,1:30 PM,,,,,,,,"Breakfast,Lunch",All Children,,10/11/2020,Andy,Andy Chen,Vetted,10/11/2020 10:21pm,Andy Chen,Possible that weekend days are also included.
Glassbrook Elementary School,Hayward Unified,4573,NO identification is required.,,NO se requiere identificación.,975 Schafer Road,975 Schafer Road,Hayward,94544,37.6413003,-122.0807105,https://www.husd.us/FS ,mwayne@husd.k12.ca.us,Open,,,Free,School Meals,(510) 723-3890,Hayward Unified School District - All schools,"Monday, Tuesday, Wednesday, Thursday, Friday",11:00 AM,1:30 PM,,,,,,,,"Breakfast,Lunch",All Children,,10/11/2020,Andy,Andy Chen,Vetted,10/11/2020 10:21pm,Andy Chen,Possible that weekend days are also included.
Fairview Elementary School,Hayward Unified,4574,NO identification is required.,,NO se requiere identificación.,"23515 Maud Avenue,23515 Maud Ave Hayward","23515 Maud Avenue, 23515 Maud Ave","Hayward, Hayward","94541, 94560","37.680903, 37.662793","-122.052237, -122.056348",https://www.husd.us/FS ,mwayne@husd.k12.ca.us,Open,,,Free,School Meals,(510) 723-3890,Hayward Unified School District - All schools,"Monday, Tuesday, Wednesday, Thursday, Friday",11:00 AM,1:30 PM,,,,,,,,"Breakfast,Lunch",All Children,,10/11/2020,Andy,Andy Chen,Vetted,10/11/2020 10:21pm,Andy Chen,Possible that weekend days are also included.
Longwood Elementary School,Hayward Unified,4575,NO identification is required.,,NO se requiere identificación.,850 Longwood Avenue,850 Longwood Avenue,Hayward,94541,37.6584551,-122.1096389,https://www.husd.us/FS ,mwayne@husd.k12.ca.us,Open,,,Free,School Meals,(510) 723-3890,Hayward Unified School District - All schools,"Monday, Tuesday, Wednesday, Thursday, Friday",11:00 AM,1:30 PM,,,,,,,,"Breakfast,Lunch",All Children,,10/11/2020,Andy,Andy Chen,Vetted,10/11/2020 10:21pm,Andy Chen,Possible that weekend days are also included.
Harder Elementary School,Hayward Unified,4576,NO identification is required.,,NO se requiere identificación.,585 Willow Avenue,585 Willow Avenue,Hayward,94541,37.675923,-122.099586,https://www.husd.us/FS ,mwayne@husd.k12.ca.us,Open,,,Free,School Meals,(510) 723-3890,Hayward Unified School District - All schools,"Monday, Tuesday, Wednesday, Thursday, Friday",11:00 AM,1:30 PM,,,,,,,,"Breakfast,Lunch",All Children,,10/11/2020,Andy,Andy Chen,Vetted,10/11/2020 10:21pm,Andy Chen,Possible that weekend days are also included.
San Lorenzo Library,Hayward Unified,4577,"Meals and bags of groceries will be provided on a first come, first served basis. No sign ups, application, income verification, or identification are needed. 
Grab and go meals and bags of groceries are provided for:   
Kids, Teens, Adults  
Caregivers, children need not be present   ",,"Las comidas y bolsas de comestibles se proporcionarán por orden de llegada. No se necesitan registros, solicitud, verificación de ingresos o identificación. Se proporcionan comidas para llevar y bolsas de comestibles para:
los niños, adolescentes, o adultos. Cuidadores pueden venir y los niños no necesitan estar presentes",395 Paseo Grande,395 Paseo Grande,Hayward,94544,37.6374,-122.067,https://guides.aclibrary.org/blog/Autumn-Food-Distribution-at-San-Lorenzo-Library,mwayne@husd.k12.ca.us,Temporarily closed,,In person,Free,School Meals,(510) 723-3890,San Lorenzo Library,"Monday, Wednesday, Friday",12:00 PM,1:00 PM,,,,,,,,"Lunch,Breakfast",All Children,,10/11/2020,Andy,Andy Chen,Vetted,10/11/2020 10:14pm,Andy Chen,"From the website: ""The October 1 AC Health Officer Order authorizes libraries to reopen at less than 25% capacity, effective October 9. We will not be opening on October 9. We are developing a plan to reopen our buildings in accordance with this Health Officer Order. This plan includes modification of library spaces and training of Library staff, which are currently underway. Our highest priority is the health and safety of all. Learn more."""
Alvarado Elementary School,New Haven Unified,4578,"Mondays (2 breakfasts and lunches), Wednesdays (3 breakfasts and lunches), Fridays (2 breakfasts and lunches).",,"Lunes (2 desayunos y almuerzos), miércoles (3 desayunos y almuerzos), viernes (2 desayunos y almuerzos).",31100 Fredi Street,31100 Fredi Street,Hayward,94541,37.66882,-122.0808,http://www.schoolnutritionandfitness.com/index.php?sid=0311111718163713,superintendant: jthompson@nhusd.k12.ca.us,Open,,,Free,School Meals,(510) 475-3992,New Haven Unified School District,"Monday, Wednesday, Friday",7:30 AM,1:00 PM,,,,,,,,"Breakfast,Lunch",Only Students Enrolled in District,,10/11/2020,Andy,Andy Chen,Vetted,10/11/2020 10:10pm,Andy Chen,
Newark Junior High School,Newark Unified,4582,"Free Meals for Children Ages 1 - 18, until December 31, 2020 at all school sites so join us",,Ofrecemos comidas gratuitas para los niños de 1 a 18 años hasta el 31 de diciembre de 2020 en todas las escuelas. Pase a buscarlo. ,6201 Lafayette Ave,6201 Lafayette Ave,Newark,94560,37.5428521,-122.0369284,http://www.schoolnutritionandfitness.com/index.php?sid=1487973450928,superintendant: jthompson@nhusd.k12.ca.us,Open,,In person,Free,School Meals,(510) 475-3992,Newark Unified: All Schools,"Monday, Tuesday, Wednesday, Thursday, Friday",11:15 AM,12:30 PM,,,,,,,,"Breakfast,Lunch",All Children,,10/11/2020,Andy,Andy Chen,Vetted,10/11/2020 10:36pm,Andy Chen,
Central Kitchen,Newark Unified,4583,"Free Meals for Children Ages 1 - 18, until December 31, 2020 at all school sites so join us",,Ofrecemos comidas gratuitas para los niños de 1 a 18 años hasta el 31 de diciembre de 2020 en todas las escuelas. Pase a buscarlo. ,37370 Birch Street,37370 Birch Street,Newark,94560,37.5351154,-122.0246064,http://www.schoolnutritionandfitness.com/index.php?sid=1487973450928,superintendant: jthompson@nhusd.k12.ca.us,Closed,,In person,Free,School Meals,(510) 475-3992,Newark Unified: All Schools,"Monday, Tuesday, Wednesday, Thursday, Friday",11:15 AM,12:30 PM,,,,,,,,"Breakfast,Lunch",All Children,,10/11/2020,Andy,Andy Chen,Vetted,10/11/2020 10:36pm,Andy Chen,
Schilling Elementary School,Newark Unified,4584,"Free Meals for Children Ages 1 - 18, until December 31, 2020 at all school sites so join us",,Ofrecemos comidas gratuitas para los niños de 1 a 18 años hasta el 31 de diciembre de 2020 en todas las escuelas. Pase a buscarlo. ,36901 Spruce Street,36901 Spruce Street,Newark,94560,37.528165,-122.046106,http://www.schoolnutritionandfitness.com/index.php?sid=1487973450928,superintendant: jthompson@nhusd.k12.ca.us,Open,,In person,Free,School Meals,(510) 475-3992,Newark Unified: All Schools,"Monday, Tuesday, Wednesday, Thursday, Friday",11:15 AM,12:30 PM,,,,,,,,"Breakfast,Lunch",All Children,,10/11/2020,Andy,Andy Chen,Vetted,10/11/2020 10:36pm,Andy Chen,
Bret Harte Middle School,Oakland Unified,4585,"Our staff will be taking attendance, but families no longer have to prove their students attend District-run schools. They can be students in charter schools, private schools, or homeschooled. 

Pick-up days are Mondays and Thursdays, between 8am and 1pm. 
Social Distancing measures are in effect. Face coverings are required.
Kids do not need to be present to pick up food. Multiple days worth of food can be picked up at once. (Three meals for each weekday, and two meals for each weekend day.)
",,"Nuestro personal tomará asistencia, pero las familias ya no tienen que demostrar que sus estudiantes asisten a las escuelas del distrito. Pueden ser estudiantes en otras escuelas.
 
Los días de recogida son los lunes y jueves, entre las 8 AM y 1PM.
Las medidas de distanciamiento social siguen en operación. 
Se requieren cubiertas faciales.
Los niños no necesitan estar presentes para recoger la comida.
Se pueden recoger alimentos para varios días a la vez. (Tres comidas para cada día de la semana y dos comidas para cada día de fin de semana).",3700 Coolidge Ave,3700 Coolidge Ave,Oakland,94602,37.80062,-122.206491,https://www.ousd.org/Page/11930,superintendent@ousd.org,Open,,In person,Free,School Meals,(510) 434-3334,Oakland Unified - All Schools,"Monday, Thursday",8:00 AM,1:00 PM,,,,,,,,"Breakfast,Lunch",All Children,,10/11/2020,Andy,Andy Chen,Vetted,10/11/2020 10:05pm,Andy Chen,
Castlemont High School,Oakland Unified,4586,"Our staff will be taking attendance, but families no longer have to prove their students attend District-run schools. They can be students in charter schools, private schools, or homeschooled. 

Pick-up days are Mondays and Thursdays, between 8am and 1pm. 
Social Distancing measures are in effect. Face coverings are required.
Kids do not need to be present to pick up food. Multiple days worth of food can be picked up at once. (Three meals for each weekday, and two meals for each weekend day.)
",,"Nuestro personal tomará asistencia, pero las familias ya no tienen que demostrar que sus estudiantes asisten a las escuelas del distrito. Pueden ser estudiantes en otras escuelas.
 
Los días de recogida son los lunes y jueves, entre las 8 AM y 1PM.
Las medidas de distanciamiento social siguen en operación. 
Se requieren cubiertas faciales.
Los niños no necesitan estar presentes para recoger la comida.
Se pueden recoger alimentos para varios días a la vez. (Tres comidas para cada día de la semana y dos comidas para cada día de fin de semana).",8601 MacArthur Blvd,8601 MacArthur Blvd,Oakland,94605,37.7504432,-122.1592243,https://www.ousd.org/Page/11930,superintendent@ousd.org,Open,,In person,Free,School Meals,(510) 434-3334,Oakland Unified - All Schools,"Monday, Thursday",8:00 AM,1:00 PM,,,,,,,,"Breakfast,Lunch",All Children,,10/11/2020,Andy,Andy Chen,Vetted,10/11/2020 10:05pm,Andy Chen,
Coliseum College Prep Academy,Oakland Unified,4587,"Our staff will be taking attendance, but families no longer have to prove their students attend District-run schools. They can be students in charter schools, private schools, or homeschooled. 

Pick-up days are Mondays and Thursdays, between 8am and 1pm. 
Social Distancing measures are in effect. Face coverings are required.
Kids do not need to be present to pick up food. Multiple days worth of food can be picked up at once. (Three meals for each weekday, and two meals for each weekend day.)
",,"Nuestro personal tomará asistencia, pero las familias ya no tienen que demostrar que sus estudiantes asisten a las escuelas del distrito. Pueden ser estudiantes en otras escuelas.
 
Los días de recogida son los lunes y jueves, entre las 8 AM y 1PM.
Las medidas de distanciamiento social siguen en operación. 
Se requieren cubiertas faciales.
Los niños no necesitan estar presentes para recoger la comida.
Se pueden recoger alimentos para varios días a la vez. (Tres comidas para cada día de la semana y dos comidas para cada día de fin de semana).",1390 66th Ave,1390 66th Ave,Oakland,94621,37.7604937,-122.1956201,https://www.ousd.org/Page/11930,superintendent@ousd.org,Open,,In person,Free,School Meals,(510) 434-3334,Oakland Unified - All Schools,"Monday, Thursday",8:00 AM,1:00 PM,,,,,,,,"Breakfast,Lunch",All Children,,10/11/2020,Andy,Andy Chen,Vetted,10/11/2020 10:05pm,Andy Chen,
East Oakland PRIDE,Oakland Unified,4588,"Our staff will be taking attendance, but families no longer have to prove their students attend District-run schools. They can be students in charter schools, private schools, or homeschooled. 

Pick-up days are Mondays and Thursdays, between 8am and 1pm. 
Social Distancing measures are in effect. Face coverings are required.
Kids do not need to be present to pick up food. Multiple days worth of food can be picked up at once. (Three meals for each weekday, and two meals for each weekend day.)
",,"Nuestro personal tomará asistencia, pero las familias ya no tienen que demostrar que sus estudiantes asisten a las escuelas del distrito. Pueden ser estudiantes en otras escuelas.
 
Los días de recogida son los lunes y jueves, entre las 8 AM y 1PM.
Las medidas de distanciamiento social siguen en operación. 
Se requieren cubiertas faciales.
Los niños no necesitan estar presentes para recoger la comida.
Se pueden recoger alimentos para varios días a la vez. (Tres comidas para cada día de la semana y dos comidas para cada día de fin de semana).",8000 Birch St,8000 Birch St,Oakland,94621,37.75899,-122.174386,https://www.ousd.org/Page/11930,superintendent@ousd.org,Closed,,In person,Free,School Meals,(510) 434-3334,Oakland Unified - All Schools,"Monday, Thursday",8:00 AM,1:00 PM,,,,,,,,"Breakfast,Lunch",All Children,,10/11/2020,Andy,Andy Chen,Vetted,10/11/2020 10:05pm,Andy Chen,
Elmhurst United Middle School,Oakland Unified,4589,"Our staff will be taking attendance, but families no longer have to prove their students attend District-run schools. They can be students in charter schools, private schools, or homeschooled. 

Pick-up days are Mondays and Thursdays, between 8am and 1pm. 
Social Distancing measures are in effect. Face coverings are required.
Kids do not need to be present to pick up food. Multiple days worth of food can be picked up at once. (Three meals for each weekday, and two meals for each weekend day.)
",,"Nuestro personal tomará asistencia, pero las familias ya no tienen que demostrar que sus estudiantes asisten a las escuelas del distrito. Pueden ser estudiantes en otras escuelas.
 
Los días de recogida son los lunes y jueves, entre las 8 AM y 1PM.
Las medidas de distanciamiento social siguen en operación. 
Se requieren cubiertas faciales.
Los niños no necesitan estar presentes para recoger la comida.
Se pueden recoger alimentos para varios días a la vez. (Tres comidas para cada día de la semana y dos comidas para cada día de fin de semana).",1800 98th Ave,1800 98th Ave,Oakland,94621,37.7300409,-122.1922499,https://www.ousd.org/Page/11930,superintendent@ousd.org,Open,,In person,Free,School Meals,(510) 434-3334,Oakland Unified - All Schools,"Monday, Thursday",8:00 AM,1:00 PM,,,,,,,,"Breakfast,Lunch",All Children,,10/11/2020,Andy,Andy Chen,Vetted,10/11/2020 10:05pm,Andy Chen,
Esperanza Elementary School,Oakland Unified,4590,"Our staff will be taking attendance, but families no longer have to prove their students attend District-run schools. They can be students in charter schools, private schools, or homeschooled. 

Pick-up days are Mondays and Thursdays, between 8am and 1pm. 
Social Distancing measures are in effect. Face coverings are required.
Kids do not need to be present to pick up food. Multiple days worth of food can be picked up at once. (Three meals for each weekday, and two meals for each weekend day.)
",,"Nuestro personal tomará asistencia, pero las familias ya no tienen que demostrar que sus estudiantes asisten a las escuelas del distrito. Pueden ser estudiantes en otras escuelas.
 
Los días de recogida son los lunes y jueves, entre las 8 AM y 1PM.
Las medidas de distanciamiento social siguen en operación. 
Se requieren cubiertas faciales.
Los niños no necesitan estar presentes para recoger la comida.
Se pueden recoger alimentos para varios días a la vez. (Tres comidas para cada día de la semana y dos comidas para cada día de fin de semana).",10315 E St,10315 E St,Oakland,94603,37.7372047,-122.1743285,https://www.ousd.org/Page/11930,superintendent@ousd.org,Open,,In person,Free,School Meals,(510) 434-3334,Oakland Unified - All Schools,"Monday, Thursday",8:00 AM,1:00 PM,,,,,,,,"Breakfast,Lunch",All Children,,10/11/2020,Andy,Andy Chen,Vetted,10/11/2020 10:05pm,Andy Chen,
Fremont High School,Oakland Unified,4591,"Our staff will be taking attendance, but families no longer have to prove their students attend District-run schools. They can be students in charter schools, private schools, or homeschooled. 

Pick-up days are Mondays and Thursdays, between 8am and 1pm. 
Social Distancing measures are in effect. Face coverings are required.
Kids do not need to be present to pick up food. Multiple days worth of food can be picked up at once. (Three meals for each weekday, and two meals for each weekend day.)
",,"Nuestro personal tomará asistencia, pero las familias ya no tienen que demostrar que sus estudiantes asisten a las escuelas del distrito. Pueden ser estudiantes en otras escuelas.
 
Los días de recogida son los lunes y jueves, entre las 8 AM y 1PM.
Las medidas de distanciamiento social siguen en operación. 
Se requieren cubiertas faciales.
Los niños no necesitan estar presentes para recoger la comida.
Se pueden recoger alimentos para varios días a la vez. (Tres comidas para cada día de la semana y dos comidas para cada día de fin de semana).",4610 Foothill Blvd,4610 Foothill Blvd,Oakland,94601,37.7826787,-122.2197557,https://www.ousd.org/Page/11930,superintendent@ousd.org,Open,,In person,Free,School Meals,(510) 434-3334,Oakland Unified - All Schools,"Monday, Thursday",8:00 AM,1:00 PM,,,,,,,,"Breakfast,Lunch",All Children,,10/11/2020,Andy,Andy Chen,Vetted,10/11/2020 10:01pm,Andy Chen,
